Name,Value,Timestamp,Step
fast_rcnn/false_negative,0.5629292582417582,379,379
fast_rcnn/fg_cls_accuracy,0.359375,379,379
loss_box_reg,0.38969989120960236,379,379
loss_cls,0.607755035161972,379,379
loss_mask,0.3007068932056427,379,379
loss_rpn_cls,0.3771539628505707,379,379
loss_rpn_loc,0.7031918168067932,379,379
lr,0.001898105,379,379
mask_rcnn/accuracy,0.872314453125,379,379
mask_rcnn/false_negative,0.04402362895353898,379,379
mask_rcnn/false_positive,0.30053912094416524,379,379
roi_head/num_bg_samples,384.0,379,379
roi_head/num_fg_samples,128.0,379,379
rpn/num_neg_anchors,128.0,379,379
rpn/num_pos_anchors,128.0,379,379
time,0.4734206584998901,379,379
total_loss,2.3940687477588654,379,379
total_val_loss,3.1362734586000443,379,379
val_loss_box_reg,0.43315060436725616,379,379
val_loss_cls,0.7479944229125977,379,379
val_loss_mask,0.4488794356584549,379,379
val_loss_rpn_cls,0.48556073009967804,379,379
val_loss_rpn_loc,0.6157979369163513,379,379
data_time,0.03446064650051994,399,399
eta_seconds,3964.392091202899,399,399
fast_rcnn/cls_accuracy,0.81640625,399,399
fast_rcnn/false_negative,0.55859375,399,399
fast_rcnn/fg_cls_accuracy,0.390625,399,399
loss_box_reg,0.4023420363664627,399,399
loss_cls,0.5770311653614044,399,399
loss_mask,0.26826316118240356,399,399
loss_rpn_cls,0.3299529403448105,399,399
loss_rpn_loc,0.6779627203941345,399,399
lr,0.0019980049999999997,399,399
mask_rcnn/accuracy,0.8824487802933674,399,399
mask_rcnn/false_negative,0.05060205953122347,399,399
mask_rcnn/false_positive,0.2991121667313982,399,399
roi_head/num_bg_samples,384.0,399,399
roi_head/num_fg_samples,128.0,399,399
rpn/num_neg_anchors,128.0,399,399
rpn/num_pos_anchors,128.0,399,399
time,0.40116807199956384,399,399
total_loss,2.242473542690277,399,399
total_val_loss,3.1362734586000443,399,399
val_loss_box_reg,0.43315060436725616,399,399
val_loss_cls,0.7479944229125977,399,399
val_loss_mask,0.4488794356584549,399,399
val_loss_rpn_cls,0.48556073009967804,399,399
val_loss_rpn_loc,0.6157979369163513,399,399
data_time,0.03446064650051994,404,404
eta_seconds,3964.392091202899,404,404
fast_rcnn/cls_accuracy,0.81640625,404,404
fast_rcnn/false_negative,0.55859375,404,404
fast_rcnn/fg_cls_accuracy,0.390625,404,404
loss_box_reg,0.4023420363664627,404,404
loss_cls,0.5770311653614044,404,404
loss_mask,0.26826316118240356,404,404
loss_rpn_cls,0.3299529403448105,404,404
loss_rpn_loc,0.6779627203941345,404,404
lr,0.0019980049999999997,404,404
mask_rcnn/accuracy,0.8824487802933674,404,404
mask_rcnn/false_negative,0.05060205953122347,404,404
mask_rcnn/false_positive,0.2991121667313982,404,404
roi_head/num_bg_samples,384.0,404,404
roi_head/num_fg_samples,128.0,404,404
rpn/num_neg_anchors,128.0,404,404
rpn/num_pos_anchors,128.0,404,404
time,0.40116807199956384,404,404
total_loss,2.242473542690277,404,404
total_val_loss,2.8487827479839325,404,404
val_loss_box_reg,0.44088301062583923,404,404
val_loss_cls,0.7141419649124146,404,404
val_loss_mask,0.40346845984458923,404,404
val_loss_rpn_cls,0.5691074728965759,404,404
val_loss_rpn_loc,0.5590068697929382,404,404
data_time,0.035339061999366095,419,419
eta_seconds,3974.10358401321,419,419
fast_rcnn/cls_accuracy,0.8310546875,419,419
fast_rcnn/false_negative,0.515625,419,419
fast_rcnn/fg_cls_accuracy,0.390625,419,419
loss_box_reg,0.4075356125831604,419,419
loss_cls,0.525867372751236,419,419
loss_mask,0.26625609397888184,419,419
loss_rpn_cls,0.3181120753288269,419,419
loss_rpn_loc,0.5925656855106354,419,419
lr,0.002097905,419,419
mask_rcnn/accuracy,0.8855129942602041,419,419
